gender,type,region,year,count
남,RH(-)B형,경남,2009,86
남,RH(-)B형,제주,2009,23
남,RH(-)B형,대한적십자사 외,2009,76
남,RH(-)AB형,대한적십자사,2009,773
남,RH(-)AB형,서울중앙,2009,65
남,RH(-)AB형,서울서부,2009,78
남,RH(-)AB형,서울남부,2009,68
남,RH(-)AB형,서울동부,2009,55
남,RH(-)AB형,부산,2009,74
남,RH(-)AB형,대구·경북,2009,68
남,RH(-)AB형,인천,2009,39
남,RH(-)AB형,울산,2009,30
남,RH(-)AB형,경기,2009,44
남,RH(-)AB형,강원,2009,25
남,RH(-)AB형,충북,2009,24
남,RH(-)AB형,대전·세종·충남,2009,49
남,RH(-)AB형,전북,2009,44
남,RH(-)AB형,광주·전남,2009,38
남,RH(-)AB형,경남,2009,58
남,RH(-)AB형,제주,2009,14
남,RH(-)AB형,대한적십자사 외,2009,30
여,RH(+)O형,대한적십자사,2009,181928
여,RH(+)O형,서울중앙,2009,16519
여,RH(+)O형,서울서부,2009,13878
여,RH(+)O형,서울남부,2009,14898
여,RH(+)O형,서울동부,2009,19766
여,RH(+)O형,부산,2009,15529
여,RH(+)O형,대구·경북,2009,18228
여,RH(+)O형,인천,2009,11184
여,RH(+)O형,울산,2009,4590
여,RH(+)O형,경기,2009,11577
여,RH(+)O형,강원,2009,4518
여,RH(+)O형,충북,2009,5751
여,RH(+)O형,대전·세종·충남,2009,11605
여,RH(+)O형,전북,2009,7936
여,RH(+)O형,광주·전남,2009,16966
여,RH(+)O형,경남,2009,5689
여,RH(+)O형,제주,2009,3294
여,RH(+)O형,대한적십자사 외,2009,7860
여,RH(+)A형,대한적십자사,2009,220821
여,RH(+)A형,서울중앙,2009,20098
여,RH(+)A형,서울서부,2009,16978
여,RH(+)A형,서울남부,2009,17514
여,RH(+)A형,서울동부,2009,23748
여,RH(+)A형,부산,2009,18860
여,RH(+)A형,대구·경북,2009,20570
여,RH(+)A형,인천,2009,13469
여,RH(+)A형,울산,2009,5314
여,RH(+)A형,경기,2009,13866
여,RH(+)A형,강원,2009,4777
여,RH(+)A형,충북,2009,6526
여,RH(+)A형,대전·세종·충남,2009,14750
여,RH(+)A형,전북,2009,10372
여,RH(+)A형,광주·전남,2009,23384
여,RH(+)A형,경남,2009,7213
여,RH(+)A형,제주,2009,3382
여,RH(+)A형,대한적십자사 외,2009,8681
여,RH(+)B형,대한적십자사,2009,180862
여,RH(+)B형,서울중앙,2009,16792
여,RH(+)B형,서울서부,2009,13781
여,RH(+)B형,서울남부,2009,15003
여,RH(+)B형,서울동부,2009,19680
여,RH(+)B형,부산,2009,15407
여,RH(+)B형,대구·경북,2009,17530
여,RH(+)B형,인천,2009,11273
여,RH(+)B형,울산,2009,4675
여,RH(+)B형,경기,2009,11852
여,RH(+)B형,강원,2009,4299
여,RH(+)B형,충북,2009,5948
여,RH(+)B형,대전·세종·충남,2009,11637
여,RH(+)B형,전북,2009,7701
여,RH(+)B형,광주·전남,2009,15889
여,RH(+)B형,경남,2009,5622
여,RH(+)B형,제주,2009,3773
여,RH(+)B형,대한적십자사 외,2009,7927
여,RH(+)AB형,대한적십자사,2009,76511
여,RH(+)AB형,서울중앙,2009,6922
여,RH(+)AB형,서울서부,2009,5699
여,RH(+)AB형,서울남부,2009,6145
여,RH(+)AB형,서울동부,2009,8058
여,RH(+)AB형,부산,2009,6540
여,RH(+)AB형,대구·경북,2009,7258
여,RH(+)AB형,인천,2009,4767
여,RH(+)AB형,울산,2009,1920
여,RH(+)AB형,경기,2009,4971
여,RH(+)AB형,강원,2009,1806
여,RH(+)AB형,충북,2009,2326
여,RH(+)AB형,대전·세종·충남,2009,4998
여,RH(+)AB형,전북,2009,3541
여,RH(+)AB형,광주·전남,2009,7745
여,RH(+)AB형,경남,2009,2407
여,RH(+)AB형,제주,2009,1408
여,RH(+)AB형,대한적십자사 외,2009,3076
여,RH(-)O형,대한적십자사,2009,777
여,RH(-)O형,서울중앙,2009,70
여,RH(-)O형,서울서부,2009,46
여,RH(-)O형,서울남부,2009,54
여,RH(-)O형,서울동부,2009,68
여,RH(-)O형,부산,2009,81
여,RH(-)O형,대구·경북,2009,88
여,RH(-)O형,인천,2009,41
여,RH(-)O형,울산,2009,22
여,RH(-)O형,경기,2009,36
여,RH(-)O형,강원,2009,18
여,RH(-)O형,충북,2009,36
여,RH(-)O형,대전·세종·충남,2009,53
여,RH(-)O형,전북,2009,48
여,RH(-)O형,광주·전남,2009,80
여,RH(-)O형,경남,2009,23
여,RH(-)O형,제주,2009,13
여,RH(-)O형,대한적십자사 외,2009,34
여,RH(-)A형,대한적십자사,2009,865
여,RH(-)A형,서울중앙,2009,78
여,RH(-)A형,서울서부,2009,65
여,RH(-)A형,서울남부,2009,63
여,RH(-)A형,서울동부,2009,109
여,RH(-)A형,부산,2009,106
여,RH(-)A형,대구·경북,2009,92
여,RH(-)A형,인천,2009,54
여,RH(-)A형,울산,2009,22
여,RH(-)A형,경기,2009,50
여,RH(-)A형,강원,2009,18
여,RH(-)A형,충북,2009,21
여,RH(-)A형,대전·세종·충남,2009,38
여,RH(-)A형,전북,2009,29
여,RH(-)A형,광주·전남,2009,80
여,RH(-)A형,경남,2009,24
여,RH(-)A형,제주,2009,16
여,RH(-)A형,대한적십자사 외,2009,33
여,RH(-)B형,대한적십자사,2009,724
여,RH(-)B형,서울중앙,2009,77
여,RH(-)B형,서울서부,2009,54
여,RH(-)B형,서울남부,2009,77
여,RH(-)B형,서울동부,2009,54
여,RH(-)B형,부산,2009,69
여,RH(-)B형,대구·경북,2009,58
여,RH(-)B형,인천,2009,63
여,RH(-)B형,울산,2009,20
여,RH(-)B형,경기,2009,58
여,RH(-)B형,강원,2009,15
여,RH(-)B형,충북,2009,32
여,RH(-)B형,대전·세종·충남,2009,40
여,RH(-)B형,전북,2009,38
여,RH(-)B형,광주·전남,2009,46
여,RH(-)B형,경남,2009,16
여,RH(-)B형,제주,2009,7
여,RH(-)B형,대한적십자사 외,2009,23
여,RH(-)AB형,대한적십자사,2009,300
여,RH(-)AB형,서울중앙,2009,43
여,RH(-)AB형,서울서부,2009,27
여,RH(-)AB형,서울남부,2009,13
여,RH(-)AB형,서울동부,2009,29
여,RH(-)AB형,부산,2009,22
여,RH(-)AB형,대구·경북,2009,27
여,RH(-)AB형,인천,2009,34
여,RH(-)AB형,울산,2009,8
여,RH(-)AB형,경기,2009,19
여,RH(-)AB형,강원,2009,2
여,RH(-)AB형,충북,2009,6
여,RH(-)AB형,대전·세종·충남,2009,10
여,RH(-)AB형,전북,2009,15
여,RH(-)AB형,광주·전남,2009,24
여,RH(-)AB형,경남,2009,14
여,RH(-)AB형,제주,2009,7
여,RH(-)AB형,대한적십자사 외,2009,18
남,RH(+)O형,대한적십자사,2010,487214
남,RH(+)O형,서울중앙,2010,46782
남,RH(+)O형,서울서부,2010,17518
남,RH(+)O형,서울남부,2010,44876
남,RH(+)O형,서울동부,2010,43953
남,RH(+)O형,부산,2010,45757
남,RH(+)O형,대구·경북,2010,40549
남,RH(+)O형,인천,2010,28020
남,RH(+)O형,울산,2010,15425
남,RH(+)O형,경기,2010,33869
남,RH(+)O형,강원,2010,17961
남,RH(+)O형,충북,2010,21124
남,RH(+)O형,대전·세종·충남,2010,39980
남,RH(+)O형,전북,2010,24320
남,RH(+)O형,광주·전남,2010,34235
남,RH(+)O형,경남,2010,26144
남,RH(+)O형,제주,2010,6701
남,RH(+)O형,대한적십자사 외,2010,27428
남,RH(+)A형,대한적십자사,2010,617080
남,RH(+)A형,서울중앙,2010,58924
남,RH(+)A형,서울서부,2010,22848
남,RH(+)A형,서울남부,2010,54559
남,RH(+)A형,서울동부,2010,55280
남,RH(+)A형,부산,2010,57961
남,RH(+)A형,대구·경북,2010,48940
남,RH(+)A형,인천,2010,34884
남,RH(+)A형,울산,2010,18770
남,RH(+)A형,경기,2010,41809
남,RH(+)A형,강원,2010,22141
남,RH(+)A형,충북,2010,26528
남,RH(+)A형,대전·세종·충남,2010,51430
남,RH(+)A형,전북,2010,34470
남,RH(+)A형,광주·전남,2010,47781
남,RH(+)A형,경남,2010,33096
남,RH(+)A형,제주,2010,7659
남,RH(+)A형,대한적십자사 외,2010,34284
남,RH(+)B형,대한적십자사,2010,480697
남,RH(+)B형,서울중앙,2010,46413
남,RH(+)B형,서울서부,2010,17353
남,RH(+)B형,서울남부,2010,43456
남,RH(+)B형,서울동부,2010,43554
남,RH(+)B형,부산,2010,43886
남,RH(+)B형,대구·경북,2010,39866
남,RH(+)B형,인천,2010,27704
남,RH(+)B형,울산,2010,14496
남,RH(+)B형,경기,2010,33127
남,RH(+)B형,강원,2010,18605
남,RH(+)B형,충북,2010,22759
남,RH(+)B형,대전·세종·충남,2010,40050
남,RH(+)B형,전북,2010,24374
남,RH(+)B형,광주·전남,2010,32611
남,RH(+)B형,경남,2010,25015
남,RH(+)B형,제주,2010,7428
남,RH(+)B형,대한적십자사 외,2010,26868
남,RH(+)AB형,대한적십자사,2010,205663
남,RH(+)AB형,서울중앙,2010,19640
남,RH(+)AB형,서울서부,2010,7277
남,RH(+)AB형,서울남부,2010,18357
남,RH(+)AB형,서울동부,2010,18657
남,RH(+)AB형,부산,2010,19161
남,RH(+)AB형,대구·경북,2010,16603
남,RH(+)AB형,인천,2010,11817
남,RH(+)AB형,울산,2010,6089
남,RH(+)AB형,경기,2010,14291
남,RH(+)AB형,강원,2010,7460
남,RH(+)AB형,충북,2010,9319
남,RH(+)AB형,대전·세종·충남,2010,17038
남,RH(+)AB형,전북,2010,10946
남,RH(+)AB형,광주·전남,2010,15245
남,RH(+)AB형,경남,2010,10934
남,RH(+)AB형,제주,2010,2829
남,RH(+)AB형,대한적십자사 외,2010,11555
남,RH(-)O형,대한적십자사,2010,1943
남,RH(-)O형,서울중앙,2010,177
남,RH(-)O형,서울서부,2010,86
남,RH(-)O형,서울남부,2010,170
남,RH(-)O형,서울동부,2010,179
남,RH(-)O형,부산,2010,186
남,RH(-)O형,대구·경북,2010,179
남,RH(-)O형,인천,2010,125
남,RH(-)O형,울산,2010,80
남,RH(-)O형,경기,2010,154
남,RH(-)O형,강원,2010,43
남,RH(-)O형,충북,2010,86
남,RH(-)O형,대전·세종·충남,2010,176
남,RH(-)O형,전북,2010,94
남,RH(-)O형,광주·전남,2010,100
남,RH(-)O형,경남,2010,88
남,RH(-)O형,제주,2010,20
남,RH(-)O형,대한적십자사 외,2010,141
남,RH(-)A형,대한적십자사,2010,2269
남,RH(-)A형,서울중앙,2010,231
남,RH(-)A형,서울서부,2010,70
남,RH(-)A형,서울남부,2010,258
남,RH(-)A형,서울동부,2010,187
남,RH(-)A형,부산,2010,194
남,RH(-)A형,대구·경북,2010,192
남,RH(-)A형,인천,2010,136
남,RH(-)A형,울산,2010,58
남,RH(-)A형,경기,2010,178
남,RH(-)A형,강원,2010,80
남,RH(-)A형,충북,2010,92
남,RH(-)A형,대전·세종·충남,2010,200
남,RH(-)A형,전북,2010,82
남,RH(-)A형,광주·전남,2010,156
남,RH(-)A형,경남,2010,117
남,RH(-)A형,제주,2010,38
남,RH(-)A형,대한적십자사 외,2010,135
남,RH(-)B형,대한적십자사,2010,1949
남,RH(-)B형,서울중앙,2010,216
남,RH(-)B형,서울서부,2010,68
남,RH(-)B형,서울남부,2010,177
남,RH(-)B형,서울동부,2010,211
남,RH(-)B형,부산,2010,181
남,RH(-)B형,대구·경북,2010,155
남,RH(-)B형,인천,2010,90
남,RH(-)B형,울산,2010,93
남,RH(-)B형,경기,2010,123
남,RH(-)B형,강원,2010,68
남,RH(-)B형,충북,2010,95
남,RH(-)B형,대전·세종·충남,2010,145
남,RH(-)B형,전북,2010,94
남,RH(-)B형,광주·전남,2010,107
남,RH(-)B형,경남,2010,102
남,RH(-)B형,제주,2010,24
남,RH(-)B형,대한적십자사 외,2010,96
남,RH(-)AB형,대한적십자사,2010,855
남,RH(-)AB형,서울중앙,2010,89
남,RH(-)AB형,서울서부,2010,39
남,RH(-)AB형,서울남부,2010,67
남,RH(-)AB형,서울동부,2010,60
남,RH(-)AB형,부산,2010,93
남,RH(-)AB형,대구·경북,2010,83
남,RH(-)AB형,인천,2010,55
남,RH(-)AB형,울산,2010,30
남,RH(-)AB형,경기,2010,64
남,RH(-)AB형,강원,2010,36
남,RH(-)AB형,충북,2010,18
남,RH(-)AB형,대전·세종·충남,2010,72
남,RH(-)AB형,전북,2010,36
남,RH(-)AB형,광주·전남,2010,59
남,RH(-)AB형,경남,2010,50
남,RH(-)AB형,제주,2010,4
남,RH(-)AB형,대한적십자사 외,2010,36
여,RH(+)O형,대한적십자사,2010,194825
여,RH(+)O형,서울중앙,2010,21481
여,RH(+)O형,서울서부,2010,6625
여,RH(+)O형,서울남부,2010,16137
여,RH(+)O형,서울동부,2010,23605
여,RH(+)O형,부산,2010,17993
여,RH(+)O형,대구·경북,2010,18731
여,RH(+)O형,인천,2010,13908
여,RH(+)O형,울산,2010,5115
여,RH(+)O형,경기,2010,12839
여,RH(+)O형,강원,2010,5044
여,RH(+)O형,충북,2010,5889
여,RH(+)O형,대전·세종·충남,2010,11505
여,RH(+)O형,전북,2010,7943
여,RH(+)O형,광주·전남,2010,17726
여,RH(+)O형,경남,2010,6562
여,RH(+)O형,제주,2010,3722
여,RH(+)O형,대한적십자사 외,2010,13812
여,RH(+)A형,대한적십자사,2010,240123
여,RH(+)A형,서울중앙,2010,25946
여,RH(+)A형,서울서부,2010,8220
여,RH(+)A형,서울남부,2010,19067
여,RH(+)A형,서울동부,2010,29045
여,RH(+)A형,부산,2010,22235
여,RH(+)A형,대구·경북,2010,21974
여,RH(+)A형,인천,2010,17020
여,RH(+)A형,울산,2010,6300
여,RH(+)A형,경기,2010,15777
여,RH(+)A형,강원,2010,5392
여,RH(+)A형,충북,2010,6764
여,RH(+)A형,대전·세종·충남,2010,14794
여,RH(+)A형,전북,2010,10767
여,RH(+)A형,광주·전남,2010,24840
여,RH(+)A형,경남,2010,7964
여,RH(+)A형,제주,2010,4018
여,RH(+)A형,대한적십자사 외,2010,15740
여,RH(+)B형,대한적십자사,2010,196173
여,RH(+)B형,서울중앙,2010,22027
여,RH(+)B형,서울서부,2010,6742
여,RH(+)B형,서울남부,2010,16278
여,RH(+)B형,서울동부,2010,23776
여,RH(+)B형,부산,2010,17548
여,RH(+)B형,대구·경북,2010,18145
여,RH(+)B형,인천,2010,14379
여,RH(+)B형,울산,2010,5531
여,RH(+)B형,경기,2010,13270
여,RH(+)B형,강원,2010,4853
여,RH(+)B형,충북,2010,5954
여,RH(+)B형,대전·세종·충남,2010,11492
여,RH(+)B형,전북,2010,7935
여,RH(+)B형,광주·전남,2010,17323
여,RH(+)B형,경남,2010,6573
여,RH(+)B형,제주,2010,4347
여,RH(+)B형,대한적십자사 외,2010,13792
여,RH(+)AB형,대한적십자사,2010,82865
여,RH(+)AB형,서울중앙,2010,9017
여,RH(+)AB형,서울서부,2010,2787
여,RH(+)AB형,서울남부,2010,6541
여,RH(+)AB형,서울동부,2010,10119
여,RH(+)AB형,부산,2010,7863
여,RH(+)AB형,대구·경북,2010,7598
여,RH(+)AB형,인천,2010,5897
여,RH(+)AB형,울산,2010,2192
여,RH(+)AB형,경기,2010,5584
여,RH(+)AB형,강원,2010,1875
여,RH(+)AB형,충북,2010,2475
여,RH(+)AB형,대전·세종·충남,2010,4913
여,RH(+)AB형,전북,2010,3619
여,RH(+)AB형,광주·전남,2010,7986
여,RH(+)AB형,경남,2010,2787
여,RH(+)AB형,제주,2010,1612
여,RH(+)AB형,대한적십자사 외,2010,5699
여,RH(-)O형,대한적십자사,2010,885
여,RH(-)O형,서울중앙,2010,106
여,RH(-)O형,서울서부,2010,21
여,RH(-)O형,서울남부,2010,81
여,RH(-)O형,서울동부,2010,106
여,RH(-)O형,부산,2010,90
여,RH(-)O형,대구·경북,2010,61
여,RH(-)O형,인천,2010,66
여,RH(-)O형,울산,2010,31
여,RH(-)O형,경기,2010,50
여,RH(-)O형,강원,2010,29
여,RH(-)O형,충북,2010,30
여,RH(-)O형,대전·세종·충남,2010,68
여,RH(-)O형,전북,2010,26
여,RH(-)O형,광주·전남,2010,71
여,RH(-)O형,경남,2010,34
여,RH(-)O형,제주,2010,15
여,RH(-)O형,대한적십자사 외,2010,53
여,RH(-)A형,대한적십자사,2010,986
여,RH(-)A형,서울중앙,2010,114
여,RH(-)A형,서울서부,2010,50
여,RH(-)A형,서울남부,2010,67
여,RH(-)A형,서울동부,2010,115
여,RH(-)A형,부산,2010,128
여,RH(-)A형,대구·경북,2010,88
여,RH(-)A형,인천,2010,73
여,RH(-)A형,울산,2010,25
여,RH(-)A형,경기,2010,69
여,RH(-)A형,강원,2010,20
여,RH(-)A형,충북,2010,22
여,RH(-)A형,대전·세종·충남,2010,43
여,RH(-)A형,전북,2010,32
여,RH(-)A형,광주·전남,2010,90
여,RH(-)A형,경남,2010,34
여,RH(-)A형,제주,2010,16
여,RH(-)A형,대한적십자사 외,2010,65
여,RH(-)B형,대한적십자사,2010,811
여,RH(-)B형,서울중앙,2010,104
여,RH(-)B형,서울서부,2010,20
여,RH(-)B형,서울남부,2010,77
여,RH(-)B형,서울동부,2010,69
여,RH(-)B형,부산,2010,95
여,RH(-)B형,대구·경북,2010,78
여,RH(-)B형,인천,2010,45
여,RH(-)B형,울산,2010,32
여,RH(-)B형,경기,2010,58
여,RH(-)B형,강원,2010,18
여,RH(-)B형,충북,2010,45
여,RH(-)B형,대전·세종·충남,2010,50
여,RH(-)B형,전북,2010,33
여,RH(-)B형,광주·전남,2010,57
여,RH(-)B형,경남,2010,21
여,RH(-)B형,제주,2010,9
여,RH(-)B형,대한적십자사 외,2010,64
여,RH(-)AB형,대한적십자사,2010,361
여,RH(-)AB형,서울중앙,2010,64
여,RH(-)AB형,서울서부,2010,10
여,RH(-)AB형,서울남부,2010,44
여,RH(-)AB형,서울동부,2010,31
여,RH(-)AB형,부산,2010,23
여,RH(-)AB형,대구·경북,2010,27
여,RH(-)AB형,인천,2010,29
여,RH(-)AB형,울산,2010,11
여,RH(-)AB형,경기,2010,17
여,RH(-)AB형,강원,2010,7
여,RH(-)AB형,충북,2010,9
여,RH(-)AB형,대전·세종·충남,2010,29
여,RH(-)AB형,전북,2010,13
여,RH(-)AB형,광주·전남,2010,22
여,RH(-)AB형,경남,2010,13
여,RH(-)AB형,제주,2010,12
여,RH(-)AB형,대한적십자사 외,2010,25
남,RH(+)O형,대한적십자사,2011,468047
남,RH(+)O형,서울중앙,2011,0
남,RH(+)O형,서울서부,2011,49093
남,RH(+)O형,서울남부,2011,44621
남,RH(+)O형,서울동부,2011,46757
남,RH(+)O형,부산,2011,41729
남,RH(+)O형,대구·경북,2011,39295
남,RH(+)O형,인천,2011,31821
남,RH(+)O형,울산,2011,15096
남,RH(+)O형,경기,2011,34922
남,RH(+)O형,강원,2011,19606
남,RH(+)O형,충북,2011,18987
남,RH(+)O형,대전·세종·충남,2011,39486
남,RH(+)O형,전북,2011,23705
남,RH(+)O형,광주·전남,2011,31975
남,RH(+)O형,경남,2011,25027
남,RH(+)O형,제주,2011,5927
남,RH(+)O형,대한적십자사 외,2011,29195
남,RH(+)A형,대한적십자사,2011,591169
남,RH(+)A형,서울중앙,2011,0
남,RH(+)A형,서울서부,2011,61908
남,RH(+)A형,서울남부,2011,54711
남,RH(+)A형,서울동부,2011,58343
남,RH(+)A형,부산,2011,52060
남,RH(+)A형,대구·경북,2011,47749
남,RH(+)A형,인천,2011,39136
남,RH(+)A형,울산,2011,18995
남,RH(+)A형,경기,2011,42988
남,RH(+)A형,강원,2011,24244
남,RH(+)A형,충북,2011,23682
남,RH(+)A형,대전·세종·충남,2011,49769
남,RH(+)A형,전북,2011,33114
남,RH(+)A형,광주·전남,2011,45399
남,RH(+)A형,경남,2011,32374
남,RH(+)A형,제주,2011,6697
남,RH(+)A형,대한적십자사 외,2011,36663
남,RH(+)B형,대한적십자사,2011,455244
남,RH(+)B형,서울중앙,2011,0
남,RH(+)B형,서울서부,2011,47493
남,RH(+)B형,서울남부,2011,42413
남,RH(+)B형,서울동부,2011,45655
남,RH(+)B형,부산,2011,39367
남,RH(+)B형,대구·경북,2011,38617
남,RH(+)B형,인천,2011,30589
남,RH(+)B형,울산,2011,14131
남,RH(+)B형,경기,2011,33459
남,RH(+)B형,강원,2011,20030
남,RH(+)B형,충북,2011,20393
남,RH(+)B형,대전·세종·충남,2011,38464
남,RH(+)B형,전북,2011,23270
남,RH(+)B형,광주·전남,2011,30936
남,RH(+)B형,경남,2011,23859
남,RH(+)B형,제주,2011,6568
남,RH(+)B형,대한적십자사 외,2011,28586
남,RH(+)AB형,대한적십자사,2011,195822
남,RH(+)AB형,서울중앙,2011,0
남,RH(+)AB형,서울서부,2011,19792
남,RH(+)AB형,서울남부,2011,17984
남,RH(+)AB형,서울동부,2011,19737
남,RH(+)AB형,부산,2011,17072
남,RH(+)AB형,대구·경북,2011,16155
남,RH(+)AB형,인천,2011,13226
남,RH(+)AB형,울산,2011,5875
남,RH(+)AB형,경기,2011,14575
남,RH(+)AB형,강원,2011,8270
남,RH(+)AB형,충북,2011,8494
남,RH(+)AB형,대전·세종·충남,2011,16783
남,RH(+)AB형,전북,2011,10490
남,RH(+)AB형,광주·전남,2011,14567
남,RH(+)AB형,경남,2011,10353
남,RH(+)AB형,제주,2011,2449
남,RH(+)AB형,대한적십자사 외,2011,12430
남,RH(-)O형,대한적십자사,2011,1925
남,RH(-)O형,서울중앙,2011,0
남,RH(-)O형,서울서부,2011,239
남,RH(-)O형,서울남부,2011,136
남,RH(-)O형,서울동부,2011,211
남,RH(-)O형,부산,2011,177
남,RH(-)O형,대구·경북,2011,153
남,RH(-)O형,인천,2011,143
남,RH(-)O형,울산,2011,80
남,RH(-)O형,경기,2011,124
남,RH(-)O형,강원,2011,55
남,RH(-)O형,충북,2011,67
남,RH(-)O형,대전·세종·충남,2011,188
남,RH(-)O형,전북,2011,124
남,RH(-)O형,광주·전남,2011,109
남,RH(-)O형,경남,2011,100
남,RH(-)O형,제주,2011,19
남,RH(-)O형,대한적십자사 외,2011,124
남,RH(-)A형,대한적십자사,2011,2318
남,RH(-)A형,서울중앙,2011,0
남,RH(-)A형,서울서부,2011,250
남,RH(-)A형,서울남부,2011,246
남,RH(-)A형,서울동부,2011,221
남,RH(-)A형,부산,2011,201
남,RH(-)A형,대구·경북,2011,193
남,RH(-)A형,인천,2011,173
남,RH(-)A형,울산,2011,56
남,RH(-)A형,경기,2011,182
남,RH(-)A형,강원,2011,83
남,RH(-)A형,충북,2011,109
남,RH(-)A형,대전·세종·충남,2011,220
남,RH(-)A형,전북,2011,105
남,RH(-)A형,광주·전남,2011,139
남,RH(-)A형,경남,2011,115
남,RH(-)A형,제주,2011,25
남,RH(-)A형,대한적십자사 외,2011,150
남,RH(-)B형,대한적십자사,2011,1900
남,RH(-)B형,서울중앙,2011,0
남,RH(-)B형,서울서부,2011,200
남,RH(-)B형,서울남부,2011,172
남,RH(-)B형,서울동부,2011,220
남,RH(-)B형,부산,2011,182
남,RH(-)B형,대구·경북,2011,167
남,RH(-)B형,인천,2011,136
남,RH(-)B형,울산,2011,66
남,RH(-)B형,경기,2011,153
남,RH(-)B형,강원,2011,84
남,RH(-)B형,충북,2011,66
남,RH(-)B형,대전·세종·충남,2011,142
남,RH(-)B형,전북,2011,77
남,RH(-)B형,광주·전남,2011,136
남,RH(-)B형,경남,2011,80
남,RH(-)B형,제주,2011,19
남,RH(-)B형,대한적십자사 외,2011,92
남,RH(-)AB형,대한적십자사,2011,832
남,RH(-)AB형,서울중앙,2011,0
남,RH(-)AB형,서울서부,2011,102
남,RH(-)AB형,서울남부,2011,82
남,RH(-)AB형,서울동부,2011,69
남,RH(-)AB형,부산,2011,72
남,RH(-)AB형,대구·경북,2011,62
남,RH(-)AB형,인천,2011,64
남,RH(-)AB형,울산,2011,32
남,RH(-)AB형,경기,2011,63
남,RH(-)AB형,강원,2011,33
남,RH(-)AB형,충북,2011,20
남,RH(-)AB형,대전·세종·충남,2011,72
남,RH(-)AB형,전북,2011,40
남,RH(-)AB형,광주·전남,2011,57
남,RH(-)AB형,경남,2011,58
남,RH(-)AB형,제주,2011,6
남,RH(-)AB형,대한적십자사 외,2011,34
여,RH(+)O형,대한적십자사,2011,200300
여,RH(+)O형,서울중앙,2011,0
여,RH(+)O형,서울서부,2011,25273
여,RH(+)O형,서울남부,2011,15992
여,RH(+)O형,서울동부,2011,25980
여,RH(+)O형,부산,2011,18235
여,RH(+)O형,대구·경북,2011,19500
여,RH(+)O형,인천,2011,16147
여,RH(+)O형,울산,2011,5215
여,RH(+)O형,경기,2011,13906
여,RH(+)O형,강원,2011,5787
여,RH(+)O형,충북,2011,5410
여,RH(+)O형,대전·세종·충남,2011,12005
여,RH(+)O형,전북,2011,9172
여,RH(+)O형,광주·전남,2011,18038
여,RH(+)O형,경남,2011,6243
여,RH(+)O형,제주,2011,3397
여,RH(+)O형,대한적십자사 외,2011,16956
여,RH(+)A형,대한적십자사,2011,245347
여,RH(+)A형,서울중앙,2011,0
여,RH(+)A형,서울서부,2011,31074
여,RH(+)A형,서울남부,2011,19209
여,RH(+)A형,서울동부,2011,31300
여,RH(+)A형,부산,2011,22424
여,RH(+)A형,대구·경북,2011,22786
여,RH(+)A형,인천,2011,19822
여,RH(+)A형,울산,2011,6336
여,RH(+)A형,경기,2011,16517
여,RH(+)A형,강원,2011,6094
여,RH(+)A형,충북,2011,6451
여,RH(+)A형,대전·세종·충남,2011,15050
여,RH(+)A형,전북,2011,11989
여,RH(+)A형,광주·전남,2011,25192
여,RH(+)A형,경남,2011,7452
여,RH(+)A형,제주,2011,3651
여,RH(+)A형,대한적십자사 외,2011,19956
여,RH(+)B형,대한적십자사,2011,198619
여,RH(+)B형,서울중앙,2011,0
여,RH(+)B형,서울서부,2011,25159
여,RH(+)B형,서울남부,2011,15612
여,RH(+)B형,서울동부,2011,25095
여,RH(+)B형,부산,2011,17708
여,RH(+)B형,대구·경북,2011,18898
여,RH(+)B형,인천,2011,16539
여,RH(+)B형,울산,2011,5288
여,RH(+)B형,경기,2011,13832
여,RH(+)B형,강원,2011,5720
여,RH(+)B형,충북,2011,5438
여,RH(+)B형,대전·세종·충남,2011,12279
여,RH(+)B형,전북,2011,9053
여,RH(+)B형,광주·전남,2011,17929
여,RH(+)B형,경남,2011,6112
여,RH(+)B형,제주,2011,3957
여,RH(+)B형,대한적십자사 외,2011,16587
여,RH(+)AB형,대한적십자사,2011,83880
여,RH(+)AB형,서울중앙,2011,0
여,RH(+)AB형,서울서부,2011,10570
여,RH(+)AB형,서울남부,2011,6535
여,RH(+)AB형,서울동부,2011,11063
여,RH(+)AB형,부산,2011,7468
여,RH(+)AB형,대구·경북,2011,7841
여,RH(+)AB형,인천,2011,6867
여,RH(+)AB형,울산,2011,2245
여,RH(+)AB형,경기,2011,5642
여,RH(+)AB형,강원,2011,2210
여,RH(+)AB형,충북,2011,2159
여,RH(+)AB형,대전·세종·충남,2011,5085
여,RH(+)AB형,전북,2011,4237
여,RH(+)AB형,광주·전남,2011,8035
여,RH(+)AB형,경남,2011,2471
여,RH(+)AB형,제주,2011,1452
여,RH(+)AB형,대한적십자사 외,2011,7047
여,RH(-)O형,대한적십자사,2011,891
여,RH(-)O형,서울중앙,2011,0
여,RH(-)O형,서울서부,2011,94
여,RH(-)O형,서울남부,2011,67
여,RH(-)O형,서울동부,2011,121
여,RH(-)O형,부산,2011,90
여,RH(-)O형,대구·경북,2011,77
여,RH(-)O형,인천,2011,67
여,RH(-)O형,울산,2011,28
여,RH(-)O형,경기,2011,63
여,RH(-)O형,강원,2011,31
여,RH(-)O형,충북,2011,33
여,RH(-)O형,대전·세종·충남,2011,76
